timestamp;roll;pitch;yaw;thrust_body[0];thrust_body[1];thrust_body[2];reset_integral
432975385;-0.3285977;-0.35213092;0.0049161525;0.0;0.0;-0.0;0
432993416;-0.31188473;-0.35461873;0.0045346986;0.0;0.0;-0.0;0
433015873;-0.2976349;-0.35836917;0.004196724;0.0;0.0;-0.0;0
433033888;-0.2871911;-0.36064136;0.003964572;0.0;0.0;-0.010025114;0
433056343;-0.27875;-0.36312068;0.0037596645;0.0;0.0;-0.046365976;0
433074390;-0.27525306;-0.36514708;0.0036567068;0.0;0.0;-0.046365976;0
433096889;-0.27395824;-0.36578086;0.003569693;0.0;0.0;-0.05639103;0
433114828;-0.27617666;-0.36577907;0.0035482557;0.0;0.0;-0.06516296;0
433137359;-0.2841413;-0.36223876;0.0035637454;0.0;0.0;-0.07518801;0
433155337;-0.29174468;-0.35890812;0.0035937724;0.0;0.0;-0.07518801;0
433173335;-0.29868564;-0.35439667;0.003607484;0.0;0.0;-0.07644114;0
433195849;-0.30259472;-0.34671447;0.003552872;0.0;0.0;-0.0776943;0
433213800;-0.3023524;-0.34029755;0.0034713529;0.0;0.0;-0.0776943;0
433236333;-0.29777887;-0.33188218;0.00332195;0.0;0.0;-0.078947425;0
433254335;-0.29147762;-0.32602537;0.0031870895;0.0;0.0;-0.078947425;0
433276834;-0.27719277;-0.321263;0.0029806234;0.0;0.0;-0.0776943;0
433294802;-0.26559046;-0.31903243;0.002831468;0.0;0.0;-0.0776943;0
433312790;-0.24830772;-0.31982148;0.0026505266;0.0;0.0;-0.07644114;0
433335313;-0.23473227;-0.3229677;0.0025272463;0.0;0.0;-0.07518801;0
433357814;-0.21282648;-0.33053428;0.0023429058;0.0;0.0;-0.07518801;0
433375819;-0.19494747;-0.33616537;0.0021813659;0.0;0.0;-0.07518801;0
433393763;-0.17896698;-0.3442945;0.0020499725;0.0;0.0;-0.07518801;0
433416279;-0.15850964;-0.35073552;0.0018489485;0.0;0.0;-0.07393488;0
433434317;-0.14863744;-0.35377112;0.0017480074;0.0;0.0;-0.07393488;0
433452254;-0.13424371;-0.3575897;0.0015952807;0.0;0.0;-0.072681755;0
433474741;-0.128718;-0.36060217;0.0015416915;0.0;0.0;-0.072681755;0
433497232;-0.12957227;-0.3621115;0.0015580285;0.0;0.0;-0.072681755;0
433515251;-0.13093096;-0.36560524;0.0015891104;0.0;0.0;-0.0701755;0
433533274;-0.13252796;-0.37024933;0.0016285948;0.0;0.0;-0.0701755;0
433555719;-0.13153301;-0.37854066;0.0016522848;0.0;0.0;-0.06892234;0
433578277;-0.122419074;-0.39173415;0.0015913999;0.0;0.0;-0.06892234;0
433591778;-0.120744124;-0.40211895;0.0016111311;0.0;0.0;-0.06892234;0
