timestamp;timestamp_sample;baro_device_id;baro_alt_meter;baro_pressure_pa;ambient_temperature;rho;temperature_source;calibration_count
1293418333;1293393435;4028193;9.995894;101205.0;15.0;1.2233484;0;0
1293591240;1293566320;4028193;9.871706;101206.5;15.0;1.2233665;0;0
1293818134;1293795912;4028193;9.850567;101206.75;15.0;1.2233695;0;0
1293991067;1293968843;4028193;9.911341;101206.0;15.0;1.2233605;0;0
1294217992;1294198487;4028193;9.911341;101206.0;15.0;1.2233605;0;0
1294390961;1294371419;4028193;9.953617;101205.5;15.0;1.2233545;0;0
1294628720;1294603744;4028193;9.829429;101207.0;15.0;1.2233726;0;0
1294801714;1294776739;4028193;9.787152;101207.5;15.0;1.2233787;0;0
1295028714;1295006470;4028193;9.911341;101206.0;15.0;1.2233605;0;0
1295201745;1295179529;4028193;9.93248;101205.75;15.0;1.2233574;0;0
1295428793;1295409281;4028193;9.80829;101207.25;15.0;1.2233756;0;0
1295601760;1295582242;4028193;9.93248;101205.75;15.0;1.2233574;0;0
1295839461;1295814565;4028193;9.641825;101209.25;15.0;1.2233998;0;0
1296012529;1295987558;4028193;10.120084;101203.5;15.0;1.2233303;0;0
1296185543;1296160618;4028193;9.787152;101207.5;15.0;1.2233787;0;0
1296412350;1296390114;4028193;9.787152;101207.5;15.0;1.2233787;0;0
1296639325;1296619799;4028193;9.599547;101209.75;15.0;1.2234058;0;0
1296812311;1296792715;4028193;9.744874;101208.0;15.0;1.2233846;0;0
1296985289;1296965760;4028193;9.890202;101206.25;15.0;1.2233635;0;0
1297223003;1297198105;4028193;9.681459;101208.75;15.0;1.2233938;0;0
1297395805;1297370894;4028193;9.681459;101208.75;15.0;1.2233938;0;0
1297622866;1297600618;4028193;9.871706;101206.5;15.0;1.2233665;0;0
1297795732;1297773510;4028193;9.80829;101207.25;15.0;1.2233756;0;0
1298022861;1298003302;4028193;9.890202;101206.25;15.0;1.2233635;0;0
1298195712;1298176206;4028193;9.662962;101209.0;15.0;1.2233968;0;0
1298433473;1298408572;4028193;9.850567;101206.75;15.0;1.2233695;0;0
1298606338;1298581396;4028193;9.744874;101208.0;15.0;1.2233846;0;0
1298833363;1298811128;4028193;9.995894;101205.0;15.0;1.2233484;0;0
1299006118;1298983918;4028193;9.871706;101206.5;15.0;1.2233665;0;0
1299233210;1299213656;4028193;9.787152;101207.5;15.0;1.2233787;0;0
1299406194;1299386667;4028193;9.766013;101207.75;15.0;1.2233816;0;0
1299579181;1299559578;4028193;10.017034;101204.75;15.0;1.2233454;0;0
1299816922;1299791990;4028193;9.787152;101207.5;15.0;1.2233787;0;0
1299989853;1299964938;4028193;9.953617;101205.5;15.0;1.2233545;0;0
1300216707;1300194468;4028193;9.93248;101205.75;15.0;1.2233574;0;0
1300389486;1300367272;4028193;9.80829;101207.25;15.0;1.2233756;0;0
1300616451;1300596919;4028193;9.723736;101208.25;15.0;1.2233876;0;0
1300789341;1300769769;4028193;9.829429;101207.0;15.0;1.2233726;0;0
1301027188;1301002220;4028193;9.974756;101205.25;15.0;1.2233514;0;0
1301200179;1301175205;4028193;9.850567;101206.75;15.0;1.2233695;0;0
1301427203;1301404965;4028193;9.744874;101208.0;15.0;1.2233846;0;0
1301600134;1301577930;4028193;9.787152;101207.5;15.0;1.2233787;0;0
1301827206;1301807635;4028193;9.953617;101205.5;15.0;1.2233545;0;0
1302000010;1301980497;4028193;9.953617;101205.5;15.0;1.2233545;0;0
1302237720;1302212819;4028193;9.974756;101205.25;15.0;1.2233514;0;0
1302410686;1302385763;4028193;9.744874;101208.0;15.0;1.2233846;0;0
1302637656;1302615430;4028193;9.890202;101206.25;15.0;1.2233635;0;0
1302810435;1302788228;4028193;9.995894;101205.0;15.0;1.2233484;0;0
1303037296;1303017723;4028193;9.80829;101207.25;15.0;1.2233756;0;0
1303210085;1303190587;4028193;9.93248;101205.75;15.0;1.2233574;0;0
1303383042;1303363535;4028193;10.017034;101204.75;15.0;1.2233454;0;0
1303620833;1303595901;4028193;9.766013;101207.75;15.0;1.2233816;0;0
1303793656;1303768745;4028193;10.05931;101204.25;15.0;1.2233393;0;0
1304020626;1303998429;4028193;9.829429;101207.0;15.0;1.2233726;0;0
1304193440;1304171224;4028193;10.017034;101204.75;15.0;1.2233454;0;0
1304420453;1304400916;4028193;9.890202;101206.25;15.0;1.2233635;0;0
1304593398;1304573866;4028193;9.974756;101205.25;15.0;1.2233514;0;0
1304831103;1304806205;4028193;9.953617;101205.5;15.0;1.2233545;0;0
1305004059;1304979128;4028193;9.953617;101205.5;15.0;1.2233545;0;0
1305230871;1305208670;4028193;9.974756;101205.25;15.0;1.2233514;0;0
1305403621;1305381422;4028193;9.620686;101209.5;15.0;1.2234027;0;0
1305630492;1305610930;4028193;9.953617;101205.5;15.0;1.2233545;0;0
1305803401;1305783897;4028193;9.953617;101205.5;15.0;1.2233545;0;0
1305976397;1305956843;4028193;9.80829;101207.25;15.0;1.2233756;0;0
1306214038;1306189096;4028193;9.871706;101206.5;15.0;1.2233665;0;0
1306440928;1306418701;4028193;10.038173;101204.5;15.0;1.2233423;0;0
1306613848;1306591649;4028193;9.80829;101207.25;15.0;1.2233756;0;0
1306840888;1306821316;4028193;10.05931;101204.25;15.0;1.2233393;0;0
1307013640;1306994139;4028193;9.744874;101208.0;15.0;1.2233846;0;0
1307186468;1307166970;4028193;10.120084;101203.5;15.0;1.2233303;0;0
1307424113;1307399218;4028193;9.80829;101207.25;15.0;1.2233756;0;0
1307597107;1307572181;4028193;9.850567;101206.75;15.0;1.2233695;0;0
1307824045;1307801815;4028193;9.850567;101206.75;15.0;1.2233695;0;0
1307996840;1307974636;4028193;9.890202;101206.25;15.0;1.2233635;0;0
1308223807;1308204248;4028193;9.681459;101208.75;15.0;1.2233938;0;0
1308396664;1308377146;4028193;9.787152;101207.5;15.0;1.2233787;0;0
1308634431;1308609532;4028193;9.911341;101206.0;15.0;1.2233605;0;0
1308807251;1308782350;4028193;9.953617;101205.5;15.0;1.2233545;0;0
1309034293;1309012071;4028193;9.890202;101206.25;15.0;1.2233635;0;0
1309207093;1309184875;4028193;9.890202;101206.25;15.0;1.2233635;0;0
1309434111;1309414588;4028193;9.681459;101208.75;15.0;1.2233938;0;0
1309607024;1309587515;4028193;9.953617;101205.5;15.0;1.2233545;0;0
1309779906;1309760378;4028193;10.141222;101203.25;15.0;1.2233273;0;0
1310017487;1309992543;4028193;9.974756;101205.25;15.0;1.2233514;0;0
1310190421;1310165517;4028193;9.787152;101207.5;15.0;1.2233787;0;0
1310417258;1310395049;4028193;9.871706;101206.5;15.0;1.2233665;0;0
1310590028;1310567821;4028193;9.995894;101205.0;15.0;1.2233484;0;0
1310816993;1310797482;4028193;9.829429;101207.0;15.0;1.2233726;0;0
1310989821;1310970304;4028193;9.871706;101206.5;15.0;1.2233665;0;0
1311227544;1311202584;4028193;9.829429;101207.0;15.0;1.2233726;0;0
1311400417;1311375491;4028193;9.829429;101207.0;15.0;1.2233726;0;0
1311627452;1311605199;4028193;9.829429;101207.0;15.0;1.2233726;0;0
1311800245;1311778043;4028193;9.829429;101207.0;15.0;1.2233726;0;0
1312027132;1312007606;4028193;9.829429;101207.0;15.0;1.2233726;0;0
1312200042;1312180545;4028193;9.953617;101205.5;15.0;1.2233545;0;0
1312437786;1312412841;4028193;9.850567;101206.75;15.0;1.2233695;0;0
1312610694;1312585792;4028193;9.995894;101205.0;15.0;1.2233484;0;0
1312837651;1312815450;4028193;9.953617;101205.5;15.0;1.2233545;0;0
1313010459;1312988258;4028193;9.911341;101206.0;15.0;1.2233605;0;0
1313237401;1313217856;4028193;10.077807;101204.0;15.0;1.2233362;0;0
1313410260;1313390761;4028193;10.120084;101203.5;15.0;1.2233303;0;0
